42105;0;277;01/07/2020
80168;0;4;01/07/2020
20405;0;432;02/07/2020
103960;1;308;02/07/2020
106850;0;167;03/07/2020
107845;0;8;04/07/2020
71553;0;22;05/07/2020
31667;0;166;05/07/2020
40349;1;87;05/07/2020
24542;0;29;06/07/2020
56284;0;89;06/07/2020
15361;0;304;06/07/2020
93045;1;158;06/07/2020
101911;0;167;07/07/2020
44912;0;56;07/07/2020
22888;0;135;07/07/2020
55128;0;221;07/07/2020
17328;0;240;08/07/2020
87768;0;25;09/07/2020
68544;1;234;09/07/2020
24468;0;505;10/07/2020
25362;0;156;10/07/2020
59820;0;114;10/07/2020
97421;1;310;10/07/2020
64438;0;114;10/07/2020
5346;0;444;11/07/2020
92841;1;332;11/07/2020
94128;0;219;11/07/2020
87030;0;267;11/07/2020
19173;0;412;11/07/2020
103185;1;207;11/07/2020
5898;0;543;11/07/2020
106381;1;387;11/07/2020
36270;0;290;12/07/2020
105839;0;34;12/07/2020
60984;0;355;12/07/2020
42191;0;571;13/07/2020
89225;1;141;13/07/2020
46363;0;274;13/07/2020
60313;0;8;15/07/2020
41655;1;47;15/07/2020
68447;0;169;16/07/2020
33648;1;162;16/07/2020
5841;0;686;17/07/2020
68409;1;181;17/07/2020
27686;0;411;18/07/2020
20670;0;80;18/07/2020
21760;1;75;18/07/2020
98722;0;255;19/07/2020
60255;0;120;19/07/2020
102936;0;65;20/07/2020
59122;0;510;20/07/2020
90053;0;401;20/07/2020
4058;1;43;20/07/2020
103932;0;39;21/07/2020
65438;0;14;21/07/2020
28604;1;258;21/07/2020
49159;1;6;22/07/2020
57247;0;1018;22/07/2020
74949;0;562;23/07/2020
26831;0;176;24/07/2020
69494;0;74;24/07/2020
3136;0;28;24/07/2020
3758;0;25;25/07/2020
3953;1;52;25/07/2020
47199;1;113;25/07/2020
34847;0;121;25/07/2020
34295;1;197;26/07/2020
63914;0;424;26/07/2020
99355;1;121;26/07/2020
41373;1;255;27/07/2020
107912;0;151;27/07/2020
82608;1;13;27/07/2020
51601;0;133;27/07/2020
67828;0;338;28/07/2020
29514;1;191;29/07/2020
36605;0;631;29/07/2020
65513;0;403;29/07/2020
86721;0;504;30/07/2020
12334;0;97;31/07/2020
92525;0;144;31/07/2020
20325;0;113;31/07/2020
48905;1;158;01/08/2020
109806;0;829;01/08/2020
90844;1;215;02/08/2020
89734;1;665;03/08/2020
47211;0;18;03/08/2020
33319;0;481;04/08/2020
50124;0;291;04/08/2020
65237;1;60;04/08/2020
28463;0;336;04/08/2020
72326;0;54;04/08/2020
51628;1;643;04/08/2020
109763;0;1175;06/08/2020
88596;0;181;06/08/2020
51611;0;164;06/08/2020
89577;1;10;06/08/2020
69743;0;1154;07/08/2020
2674;1;240;07/08/2020
39270;1;361;07/08/2020
44070;0;30;07/08/2020
19350;0;20;07/08/2020
75811;0;10;08/08/2020
85317;0;469;09/08/2020
8758;0;100;09/08/2020
39910;0;63;09/08/2020
58707;0;16;10/08/2020
6397;1;367;10/08/2020
27957;0;131;10/08/2020
60871;1;41;11/08/2020
49047;0;411;11/08/2020
94790;1;16;11/08/2020
39322;1;707;11/08/2020
14027;0;564;12/08/2020
79867;0;642;12/08/2020
90674;0;241;13/08/2020
19617;0;198;13/08/2020
97645;0;98;14/08/2020
86686;0;250;14/08/2020
56032;0;189;15/08/2020
82352;0;244;15/08/2020
8387;0;1038;15/08/2020
7852;0;2017;15/08/2020
21494;1;448;16/08/2020
99798;0;9;16/08/2020
48320;1;80;17/08/2020
109364;0;180;17/08/2020
47089;0;83;18/08/2020
1283;0;193;19/08/2020
44568;1;586;19/08/2020
65848;0;646;21/08/2020
66887;1;33;21/08/2020
22589;0;514;21/08/2020
25851;1;40;22/08/2020
92990;1;23;22/08/2020
47200;1;1192;23/08/2020
100433;0;339;23/08/2020
34334;0;242;25/08/2020
87843;1;521;25/08/2020
15339;0;495;25/08/2020
48494;0;481;27/08/2020
42265;0;261;27/08/2020
75556;0;7;28/08/2020
51285;1;685;28/08/2020
55717;1;22;29/08/2020
93931;0;65;29/08/2020
35017;0;59;30/08/2020
60962;0;135;30/08/2020
52552;1;102;30/08/2020
43136;0;145;30/08/2020
59595;0;130;31/08/2020
54004;0;1543;31/08/2020
15539;0;53;31/08/2020
74630;0;249;31/08/2020
90389;0;15;01/09/2020
67647;0;954;01/09/2020
78845;0;431;01/09/2020
70645;0;678;01/09/2020
3474;1;430;02/09/2020
97323;0;114;02/09/2020
5869;0;409;02/09/2020
109373;1;600;03/09/2020
39289;0;132;03/09/2020
37978;0;415;04/09/2020
42567;0;766;04/09/2020
5898;1;722;04/09/2020
31705;0;479;05/09/2020
59058;0;35;05/09/2020
12021;0;598;06/09/2020
25976;1;28;06/09/2020
13607;1;33;07/09/2020
90707;1;102;07/09/2020
68948;0;366;08/09/2020
53297;1;42;08/09/2020
86509;0;324;08/09/2020
99860;1;1046;09/09/2020
65811;0;1447;09/09/2020
84408;0;388;09/09/2020
33314;1;711;10/09/2020
50908;0;284;10/09/2020
97054;0;21;10/09/2020
28466;0;557;10/09/2020
4624;0;405;11/09/2020
46379;0;33;12/09/2020
70118;0;139;12/09/2020
10078;0;655;12/09/2020
48620;0;509;12/09/2020
26374;0;217;13/09/2020
37178;1;673;13/09/2020
60320;0;378;13/09/2020
2141;1;486;13/09/2020
64268;0;384;13/09/2020
92928;0;550;14/09/2020
4030;0;115;14/09/2020
64839;0;42;14/09/2020
36880;0;620;14/09/2020
66227;1;115;14/09/2020
25671;0;377;16/09/2020
43064;0;366;17/09/2020
98055;0;5;17/09/2020
101903;0;0;17/09/2020
34773;0;99;17/09/2020
87740;0;103;17/09/2020
49728;0;1094;18/09/2020
3941;0;23;18/09/2020
44506;1;52;18/09/2020
56065;1;316;18/09/2020
13004;1;17;19/09/2020
53482;0;443;19/09/2020
36815;0;192;19/09/2020
93952;0;571;20/09/2020
48797;0;66;20/09/2020
20697;0;75;21/09/2020
65659;0;50;21/09/2020
83307;0;561;22/09/2020
93737;0;376;23/09/2020
10693;1;324;23/09/2020
12989;0;952;23/09/2020
3815;0;440;24/09/2020
15058;0;17;24/09/2020
12567;0;2;24/09/2020
45199;0;409;24/09/2020
65127;1;601;25/09/2020
77042;1;57;25/09/2020
48144;0;142;27/09/2020
21052;0;952;28/09/2020
26877;0;59;28/09/2020
20885;0;427;29/09/2020
81763;0;28;29/09/2020
80938;1;1276;30/09/2020
24411;0;935;30/09/2020
78750;0;63;30/09/2020
81849;0;17;01/10/2020
72699;0;69;02/10/2020
66325;0;15;02/10/2020
49683;0;217;02/10/2020
88411;0;703;02/10/2020
78180;1;446;03/10/2020
50678;0;55;04/10/2020
67522;1;1099;04/10/2020
16218;1;225;05/10/2020
16938;0;915;05/10/2020
105797;0;31;06/10/2020
97795;0;15;06/10/2020
72635;0;162;06/10/2020
35607;0;258;06/10/2020
11759;0;985;06/10/2020
24375;0;801;07/10/2020
96859;1;336;07/10/2020
104495;0;30;08/10/2020
46109;0;47;08/10/2020
5903;0;1269;08/10/2020
95370;0;405;09/10/2020
46917;0;129;10/10/2020
19160;0;2658;11/10/2020
49461;0;407;11/10/2020
84827;0;186;11/10/2020
46387;0;738;11/10/2020
5100;1;385;11/10/2020
37699;0;296;12/10/2020
61027;0;669;12/10/2020
78363;0;411;13/10/2020
91688;1;54;13/10/2020
46222;1;371;13/10/2020
83034;1;882;14/10/2020
27275;1;1288;14/10/2020
64583;1;202;14/10/2020
61759;1;45;14/10/2020
96036;0;114;15/10/2020
59878;0;523;15/10/2020
66432;1;1102;15/10/2020
21331;0;259;15/10/2020
35217;0;1556;15/10/2020
52459;1;178;15/10/2020
48721;1;48;16/10/2020
57318;0;1205;16/10/2020
33396;0;479;16/10/2020
60001;0;1700;17/10/2020
84399;1;161;17/10/2020
26463;0;236;17/10/2020
31619;0;19;17/10/2020
10137;1;182;17/10/2020
50192;0;285;18/10/2020
9849;0;11;18/10/2020
57502;1;7;19/10/2020
103673;0;303;20/10/2020
98993;0;8;21/10/2020
106548;1;262;21/10/2020
105343;0;130;21/10/2020
20757;0;2978;21/10/2020
64583;0;224;22/10/2020
8900;1;612;23/10/2020
69149;1;582;23/10/2020
8226;0;1;23/10/2020
61657;1;665;23/10/2020
38890;1;565;24/10/2020
19694;0;357;24/10/2020
39333;0;26;25/10/2020
58977;0;25;25/10/2020
56415;1;622;25/10/2020
46895;0;53;26/10/2020
18885;1;100;27/10/2020
108256;0;1;27/10/2020
89348;0;155;27/10/2020
90220;1;1395;28/10/2020
9121;1;58;29/10/2020
48530;1;34;29/10/2020
56819;0;606;30/10/2020
36787;0;1020;30/10/2020
17521;0;418;30/10/2020
79667;0;29;30/10/2020
93197;1;59;31/10/2020
36326;1;44;01/11/2020
65206;1;348;01/11/2020
54642;0;49;02/11/2020
46643;1;832;02/11/2020
38206;0;622;02/11/2020
54576;1;748;02/11/2020
56360;1;21;03/11/2020
73418;1;113;03/11/2020
47613;0;245;03/11/2020
42827;0;832;03/11/2020
45889;1;415;03/11/2020
55764;1;1525;03/11/2020
44074;0;0;04/11/2020
5377;1;545;04/11/2020
22015;0;225;05/11/2020
101673;0;24;05/11/2020
104572;0;581;06/11/2020
102320;1;37;06/11/2020
107142;1;1524;06/11/2020
95218;0;649;06/11/2020
91959;1;319;07/11/2020
107557;1;66;07/11/2020
71529;0;7883;07/11/2020
36518;0;84;08/11/2020
94381;1;245;08/11/2020
84367;0;303;08/11/2020
93203;0;299;09/11/2020
8304;0;373;09/11/2020
64028;1;6;11/11/2020
17010;0;498;11/11/2020
70574;1;179;12/11/2020
26510;1;219;12/11/2020
47873;0;249;13/11/2020
99238;0;187;13/11/2020
73296;1;1020;14/11/2020
31793;0;1858;14/11/2020
59449;0;425;15/11/2020
43865;0;207;15/11/2020
15250;0;282;15/11/2020
20502;0;15;16/11/2020
93219;0;354;17/11/2020
74416;0;3702;18/11/2020
87174;1;1157;18/11/2020
19411;0;384;18/11/2020
38904;0;875;18/11/2020
68848;0;146;19/11/2020
17798;0;212;19/11/2020
12723;0;83;20/11/2020
106914;0;388;21/11/2020
68988;1;614;21/11/2020
92704;0;136;21/11/2020
49470;1;1380;21/11/2020
27747;1;1125;22/11/2020
101405;1;327;22/11/2020
41747;0;46;22/11/2020
74351;0;1474;22/11/2020
48742;0;682;23/11/2020
4718;0;1282;24/11/2020
67558;1;651;25/11/2020
89752;1;316;26/11/2020
92809;0;1125;27/11/2020
70592;1;641;27/11/2020
6817;1;35;28/11/2020
74646;0;299;30/11/2020
12333;1;327;30/11/2020
71089;0;502;30/11/2020
92508;0;622;30/11/2020
16921;0;13;30/11/2020
34928;0;1262;30/11/2020
62673;0;652;30/11/2020
31000;1;424;01/12/2020
37662;0;75;01/12/2020
35599;1;178;01/12/2020
20744;0;283;01/12/2020
10304;1;311;01/12/2020
50192;0;1632;01/12/2020
103296;0;198;02/12/2020
75766;0;1434;02/12/2020
17596;0;21;03/12/2020
71565;0;118;04/12/2020
9457;1;73;04/12/2020
20847;0;272;04/12/2020
108507;0;709;04/12/2020
45400;0;768;04/12/2020
79389;1;128;04/12/2020
37114;1;325;05/12/2020
99136;0;937;05/12/2020
28687;1;57;06/12/2020
72223;0;5;06/12/2020
87706;0;358;08/12/2020
70187;1;232;08/12/2020
13384;1;1339;08/12/2020
107228;1;163;09/12/2020
7239;0;271;10/12/2020
54253;0;274;10/12/2020
63808;0;22;10/12/2020
59289;1;404;11/12/2020
93252;0;132;11/12/2020
17520;0;137;11/12/2020
85389;0;1807;11/12/2020
70111;0;714;11/12/2020
11313;0;54;11/12/2020
56121;0;20;12/12/2020
74722;1;458;12/12/2020
30399;1;102;13/12/2020
14521;0;253;14/12/2020
80718;0;1314;15/12/2020
23312;0;1037;15/12/2020
46546;0;345;16/12/2020
20421;0;784;16/12/2020
42795;1;750;16/12/2020
99229;0;4;17/12/2020
71285;0;264;17/12/2020
105352;0;16;17/12/2020
22087;1;2021;17/12/2020
79706;0;113;18/12/2020
56397;1;1070;18/12/2020
90485;0;180;20/12/2020
2074;0;650;20/12/2020
12394;0;84;20/12/2020
40783;1;1457;21/12/2020
56775;0;53;21/12/2020
23807;0;106;22/12/2020
29659;1;303;22/12/2020
9077;0;1257;23/12/2020
109751;0;65;23/12/2020
100145;0;1118;23/12/2020
55116;0;18;24/12/2020
83988;0;1525;24/12/2020
45302;0;690;24/12/2020
5562;0;532;24/12/2020
55270;0;141;24/12/2020
102868;1;327;24/12/2020
89355;0;160;24/12/2020
19060;0;373;25/12/2020
10570;0;1013;26/12/2020
96563;1;131;26/12/2020
4108;1;584;26/12/2020
64595;1;750;27/12/2020
65500;0;1846;27/12/2020
7653;1;130;29/12/2020
14004;0;388;29/12/2020
103534;0;368;29/12/2020
52751;1;606;30/12/2020
12637;0;815;31/12/2020
9126;0;310;31/12/2020
9938;0;169;31/12/2020
107641;0;153;01/01/2021
61330;0;233;02/01/2021
77331;1;15;02/01/2021
104190;1;218;02/01/2021
104825;0;2238;02/01/2021
29769;1;1134;02/01/2021
30938;0;86;03/01/2021
90819;0;70;03/01/2021
24432;0;179;03/01/2021
9071;1;298;03/01/2021
98351;0;258;06/01/2021
60216;0;709;07/01/2021
72431;0;291;12/01/2021
84764;0;200;12/01/2021
35872;1;339;13/01/2021
51065;0;1173;14/01/2021
91502;0;111;14/01/2021
88100;0;39;15/01/2021
25126;0;9;17/01/2021
78286;0;149;17/01/2021
31953;0;396;17/01/2021
107799;0;186;18/01/2021
25371;0;294;19/01/2021
80641;1;15;19/01/2021
24718;1;4;19/01/2021
44205;0;7373;19/01/2021
86489;1;284;20/01/2021
23926;1;961;20/01/2021
62769;0;5102;21/01/2021
19024;1;1235;22/01/2021
32064;1;61;22/01/2021
87451;0;99;23/01/2021
35334;1;1437;23/01/2021
13314;1;958;24/01/2021
84805;0;240;25/01/2021
16634;0;15;26/01/2021
35573;1;43;28/01/2021
58974;1;907;28/01/2021
94282;0;1519;28/01/2021
80075;0;41;29/01/2021
78369;0;1255;29/01/2021
91320;0;148;30/01/2021
30157;0;1423;30/01/2021
34631;0;3;30/01/2021
40978;0;2192;31/01/2021
97970;0;112;31/01/2021
31158;0;660;31/01/2021
11836;1;115;01/02/2021
80853;1;858;01/02/2021
85218;0;4284;04/02/2021
21391;0;294;04/02/2021
44125;1;230;05/02/2021
74220;1;2224;06/02/2021
75103;0;660;06/02/2021
84038;0;484;06/02/2021
34788;0;194;06/02/2021
101370;0;1704;07/02/2021
23514;0;437;07/02/2021
43594;0;1543;09/02/2021
109668;0;3026;10/02/2021
88173;0;1992;11/02/2021
56693;0;208;12/02/2021
87716;0;5;13/02/2021
78319;0;4080;13/02/2021
93276;0;642;14/02/2021
56524;1;302;15/02/2021
6125;1;392;16/02/2021
26196;0;2131;17/02/2021
59438;1;371;18/02/2021
55132;1;5768;18/02/2021
1863;0;40;20/02/2021
78735;0;3200;20/02/2021
71365;1;870;21/02/2021
10267;0;2569;22/02/2021
62545;0;551;24/02/2021
